,items
0,ST Fate 500mg Oral Suspension
1,ST Ther 150mg Injection
2,ST Ther 150mg Injection
3,ST-Cort 6mg Tablet
4,ST-Fate O Syrup
5,STALIA 80 MG TABLET
6,STALIA A  TABLET 40 MG/10 MG
7,STAMLO M TABLET
8,STANLIP EZ TABLET
9,STAPHYDEX DROP
10,STARCAD 25 MG TABLET
11,STARCAD 5 MG/10 MG TABLET
12,STARCAD 50 MG TABLET
13,STARCAD SA 5 MG TABLET
14,STARMOL 650MG TABLET
15,STATOR FM TABLET
16,STAY TAL 30 MG TABLET
17,STAY TAL 60 MG TABLET
18,STEROTOP CREAM
19,STF 500mg/125mg Tablet
20,STF Syrup
21,STIC T 500MG TABLET
22,STIRIO 8MG TABLET
23,STOP-PLUS 250MG/250MG TABLET
24,STREPTONASE 1500000 IU INJECTION
25,STROCIT 1000 MG TABLET
26,STRONE 400 MG CAPSULE
