,items
0,RZ 20 Injection
1,RZ D 30 mg/20 mg Capsule SR
2,RZAD CAPSULE
3,RZL-DSR Capsule
4,Rzad LB Capsule
5,Rzcort 6mg Tablet
6,Rzcv 500mg/125mg Tablet
7,Rzcv Forte Suspension
8,Rzcv Kid Tablet DT
9,Rzcv Kid Tablet DT
10,Rzcv LB 500mg/125mg Tablet
11,Rzdp 10mg/20mg Capsule
12,Rzen 10mg Tablet
13,Rzine M 5 mg/10 mg Tablet
14,Rzine M 5mg/10mg Suspension
15,Rzit 500mg Tablet
16,Rzith 250mg Tablet
17,Rzith 250mg Tablet
18,Rzl-LP Capsule
19,Rzle 500mg Tablet
20,Rzoes D 30mg/20mg Capsule SR
21,Rzole 20 Tablet
22,Rzole 20mg Tablet
23,Rzole DM SR Capsule
24,Rzole DSR Capsule
25,Rzole LSR Capsule
26,Rzolen D 30mg/20mg Capsule
27,Rzolic 20mg Tablet
28,Rzover D 30mg/20mg Capsule SR
29,Rzox KR Tablet
30,Rzxon 1000mg Injection
31,Rzxon 250mg Injection
32,Rzxon 500mg Injection
