,items
0,R-APD-SR Capsule
1,R-APD-SR Capsule
2,R-Cid Plus 30mg/20mg Capsule SR
3,R-Cin 300 Capsule
4,R-Cin 450 Capsule
5,R-Cin 600 Capsule
6,R-Cin Capsule
7,R-Cin Suspension
8,R-Cinex 100 mg/100 mg Tablet
9,R-Cinex 100mg/50mg Tablet
10,R-Cinex 600 Tablet
11,R-Cinex Capsule
12,R-Cinex E Tablet
13,R-Cinex EZ Tablet
14,R-Cinex Kid Tablet DT
15,R-Cinex Suspension
16,R-Cinex Z  Kid  Tablet
17,R-Cinex Z Tablet
18,R-Corts Injection
19,R-DB Capsule SR
20,R-Doxime 100mg Tablet
21,R-Doxime 200mg Tablet
22,R-Doxime 50mg Dry Syrup
23,R-Fenac MR Tablet
24,R-It Capsule SR
25,R-Liv 300 Tablet
26,R-Loc 150 Tablet
27,R-Loc 25mg Injection
28,R-Loc 300mg Tablet
29,R-Loc 50mg Injection 2ml
30,R-Maxx 20mg Tablet
31,R-Mol Oral Suspension
32,R-PD Capsule
33,R-Par 100mg/500mg Tablet
34,R-Par 100mg/500mg Tablet
35,R-Ppi-L Capsule SR
36,R-Ppi-L Capsule SR
37,R-Prazol DSR Capsule
38,R-RD Capsule SR
39,R-RD Capsule SR
40,R-Ron 100 Injection
41,R-Safe 20mg Tablet
42,R-Safe D 30mg/20mg Capsule SR
43,R-Tan 60mg Injection
44,R-VAC Vaccine
45,R-Xime O 100mg Tablet
46,R-Xime O 200mg Tablet
47,R-Xime O 50mg Dry Syrup
48,R-Zolam 0.25mg Tablet
49,R-Zolam Forte 0.5mg Tablet
